agency,station_id,datetime,timezone,Pres_Air_Inst_1Hour_USGS_mm_hg,
USGS,14105700,3/2/23 10:00,PST,758,A
USGS,14105700,3/2/23 11:00,PST,758,A
USGS,14105700,3/2/23 12:00,PST,758,A
USGS,14105700,3/2/23 13:00,PST,758,A
USGS,14105700,3/2/23 14:00,PST,758,A
USGS,14105700,3/2/23 15:00,PST,758,A
USGS,14105700,3/2/23 16:00,PST,759,A
USGS,14105700,3/2/23 17:00,PST,759,A
USGS,14105700,3/2/23 18:00,PST,760,A
USGS,14105700,3/2/23 19:00,PST,760,A
USGS,14105700,3/2/23 20:00,PST,761,A
USGS,14105700,3/2/23 21:00,PST,761,A
USGS,14105700,3/2/23 22:00,PST,761,A
USGS,14105700,3/2/23 23:00,PST,761,A
USGS,14105700,3/3/23 0:00,PST,761,A
USGS,14105700,3/3/23 1:00,PST,761,A
USGS,14105700,3/3/23 2:00,PST,761,A
USGS,14105700,3/3/23 3:00,PST,761,A
USGS,14105700,3/3/23 4:00,PST,761,A
USGS,14105700,3/3/23 5:00,PST,761,A
USGS,14105700,3/3/23 6:00,PST,761,A
USGS,14105700,3/3/23 7:00,PST,761,A
USGS,14105700,3/3/23 8:00,PST,761,A
USGS,14105700,3/3/23 9:00,PST,761,A
USGS,14105700,3/3/23 10:00,PST,760,A
USGS,14105700,3/3/23 11:00,PST,760,A
USGS,14105700,3/3/23 12:00,PST,759,A
USGS,14105700,3/3/23 13:00,PST,758,A
USGS,14105700,3/3/23 14:00,PST,757,A
USGS,14105700,3/3/23 15:00,PST,757,A
USGS,14105700,3/3/23 16:00,PST,756,A
USGS,14105700,3/3/23 17:00,PST,755,A
USGS,14105700,3/3/23 18:00,PST,755,A
USGS,14105700,3/3/23 19:00,PST,755,A
USGS,14105700,3/3/23 20:00,PST,755,A
USGS,14105700,3/3/23 21:00,PST,754,A
USGS,14105700,3/3/23 22:00,PST,754,A
USGS,14105700,3/3/23 23:00,PST,753,A
USGS,14105700,3/4/23 0:00,PST,753,A
USGS,14105700,3/4/23 1:00,PST,752,A
USGS,14105700,3/4/23 2:00,PST,752,A
USGS,14105700,3/4/23 3:00,PST,751,A
USGS,14105700,3/4/23 4:00,PST,750,A
USGS,14105700,3/4/23 5:00,PST,750,A
USGS,14105700,3/4/23 6:00,PST,749,A
USGS,14105700,3/4/23 7:00,PST,749,A
USGS,14105700,3/4/23 8:00,PST,749,A
USGS,14105700,3/4/23 9:00,PST,748,A
USGS,14105700,3/4/23 10:00,PST,748,A
USGS,14105700,3/4/23 11:00,PST,748,A
USGS,14105700,3/4/23 12:00,PST,748,A
USGS,14105700,3/4/23 13:00,PST,747,A
USGS,14105700,3/4/23 14:00,PST,747,A
USGS,14105700,3/4/23 15:00,PST,748,A
USGS,14105700,3/4/23 16:00,PST,748,A
USGS,14105700,3/4/23 17:00,PST,748,A
USGS,14105700,3/4/23 18:00,PST,748,A
USGS,14105700,3/4/23 19:00,PST,749,A
USGS,14105700,3/4/23 20:00,PST,749,A
USGS,14105700,3/4/23 21:00,PST,750,A
USGS,14105700,3/4/23 22:00,PST,751,A
USGS,14105700,3/4/23 23:00,PST,751,A
USGS,14105700,3/5/23 0:00,PST,751,A
USGS,14105700,3/5/23 1:00,PST,752,A
USGS,14105700,3/5/23 2:00,PST,751,A
USGS,14105700,3/5/23 3:00,PST,751,A
USGS,14105700,3/5/23 4:00,PST,752,A
USGS,14105700,3/5/23 5:00,PST,752,A
USGS,14105700,3/5/23 6:00,PST,752,A
USGS,14105700,3/5/23 7:00,PST,752,A
USGS,14105700,3/5/23 8:00,PST,752,A
USGS,14105700,3/5/23 9:00,PST,753,A
USGS,14105700,3/5/23 10:00,PST,753,A
USGS,14105700,3/5/23 11:00,PST,754,A
USGS,14105700,3/5/23 12:00,PST,754,A
USGS,14105700,3/5/23 13:00,PST,754,A
USGS,14105700,3/5/23 14:00,PST,754,A
USGS,14105700,3/5/23 15:00,PST,754,A
USGS,14105700,3/5/23 16:00,PST,754,A
USGS,14105700,3/5/23 17:00,PST,755,A
USGS,14105700,3/5/23 18:00,PST,755,A
USGS,14105700,3/5/23 19:00,PST,756,A
USGS,14105700,3/5/23 20:00,PST,756,A
USGS,14105700,3/5/23 21:00,PST,757,A
USGS,14105700,3/5/23 22:00,PST,757,A
USGS,14105700,3/5/23 23:00,PST,757,A
USGS,14105700,3/6/23 0:00,PST,758,A
USGS,14105700,3/6/23 1:00,PST,759,A
USGS,14105700,3/6/23 2:00,PST,759,A
USGS,14105700,3/6/23 3:00,PST,759,A
USGS,14105700,3/6/23 4:00,PST,759,A
USGS,14105700,3/6/23 5:00,PST,760,A
USGS,14105700,3/6/23 6:00,PST,760,A
USGS,14105700,3/6/23 7:00,PST,760,A
USGS,14105700,3/6/23 8:00,PST,761,A
USGS,14105700,3/6/23 9:00,PST,761,A
USGS,14105700,3/6/23 10:00,PST,761,A
USGS,14105700,3/6/23 11:00,PST,761,A
USGS,14105700,3/6/23 12:00,PST,761,A
USGS,14105700,3/6/23 13:00,PST,761,A
USGS,14105700,3/6/23 14:00,PST,760,A
USGS,14105700,3/6/23 15:00,PST,760,A
USGS,14105700,3/6/23 16:00,PST,760,A
USGS,14105700,3/6/23 17:00,PST,760,A
USGS,14105700,3/6/23 18:00,PST,760,A
USGS,14105700,3/6/23 19:00,PST,760,A
USGS,14105700,3/6/23 20:00,PST,760,A
USGS,14105700,3/6/23 21:00,PST,760,A
USGS,14105700,3/6/23 22:00,PST,761,A
USGS,14105700,3/6/23 23:00,PST,761,A
USGS,14105700,3/7/23 0:00,PST,761,A
USGS,14105700,3/7/23 1:00,PST,761,A
USGS,14105700,3/7/23 2:00,PST,761,A
USGS,14105700,3/7/23 3:00,PST,761,A
USGS,14105700,3/7/23 4:00,PST,761,A
USGS,14105700,3/7/23 5:00,PST,761,A
USGS,14105700,3/7/23 6:00,PST,761,A
USGS,14105700,3/7/23 7:00,PST,761,A
USGS,14105700,3/7/23 8:00,PST,762,A
USGS,14105700,3/7/23 9:00,PST,762,A
USGS,14105700,3/7/23 10:00,PST,761,A
USGS,14105700,3/7/23 11:00,PST,761,A
USGS,14105700,3/7/23 12:00,PST,761,A
USGS,14105700,3/7/23 13:00,PST,760,A
USGS,14105700,3/7/23 14:00,PST,759,A
USGS,14105700,3/7/23 15:00,PST,759,A
USGS,14105700,3/7/23 16:00,PST,758,A
USGS,14105700,3/7/23 17:00,PST,759,A
USGS,14105700,3/7/23 18:00,PST,759,A
USGS,14105700,3/7/23 19:00,PST,758,A
USGS,14105700,3/7/23 20:00,PST,759,A
USGS,14105700,3/7/23 21:00,PST,759,A
USGS,14105700,3/7/23 22:00,PST,759,A
USGS,14105700,3/7/23 23:00,PST,758,A
USGS,14105700,3/8/23 0:00,PST,758,A
USGS,14105700,3/8/23 1:00,PST,758,A
USGS,14105700,3/8/23 2:00,PST,758,A
USGS,14105700,3/8/23 3:00,PST,758,A
USGS,14105700,3/8/23 4:00,PST,758,A
USGS,14105700,3/8/23 5:00,PST,758,A
USGS,14105700,3/8/23 6:00,PST,758,A
USGS,14105700,3/8/23 7:00,PST,758,A
USGS,14105700,3/8/23 8:00,PST,758,A
USGS,14105700,3/8/23 9:00,PST,758,A
USGS,14105700,3/8/23 10:00,PST,758,A
USGS,14105700,3/8/23 11:00,PST,758,A
USGS,14105700,3/8/23 12:00,PST,758,A
USGS,14105700,3/8/23 13:00,PST,759,A
USGS,14105700,3/8/23 14:00,PST,759,A
USGS,14105700,3/8/23 15:00,PST,759,A
USGS,14105700,3/8/23 16:00,PST,759,A
USGS,14105700,3/8/23 17:00,PST,759,A
USGS,14105700,3/8/23 18:00,PST,759,A
USGS,14105700,3/8/23 19:00,PST,760,A
USGS,14105700,3/8/23 20:00,PST,760,A
USGS,14105700,3/8/23 21:00,PST,760,A
USGS,14105700,3/8/23 22:00,PST,761,A
USGS,14105700,3/8/23 23:00,PST,761,A
USGS,14105700,3/9/23 0:00,PST,761,A
USGS,14105700,3/9/23 1:00,PST,761,A
USGS,14105700,3/9/23 2:00,PST,761,A
USGS,14105700,3/9/23 3:00,PST,760,A
USGS,14105700,3/9/23 4:00,PST,760,A
USGS,14105700,3/9/23 5:00,PST,760,A
USGS,14105700,3/9/23 6:00,PST,760,A
USGS,14105700,3/9/23 7:00,PST,760,A
USGS,14105700,3/9/23 8:00,PST,760,A
USGS,14105700,3/9/23 9:00,PST,760,A
USGS,14105700,3/9/23 10:00,PST,759,A
USGS,14105700,3/9/23 11:00,PST,759,A
USGS,14105700,3/9/23 12:00,PST,758,A
USGS,14105700,3/9/23 13:00,PST,757,A
USGS,14105700,3/9/23 14:00,PST,755,A
USGS,14105700,3/9/23 15:00,PST,754,A
USGS,14105700,3/9/23 16:00,PST,753,A
USGS,14105700,3/9/23 17:00,PST,752,A
USGS,14105700,3/9/23 18:00,PST,751,A
USGS,14105700,3/9/23 19:00,PST,750,A
USGS,14105700,3/9/23 20:00,PST,749,A
USGS,14105700,3/9/23 21:00,PST,747,A
USGS,14105700,3/9/23 22:00,PST,746,A
USGS,14105700,3/9/23 23:00,PST,745,A
USGS,14105700,3/10/23 0:00,PST,744,A
USGS,14105700,3/10/23 1:00,PST,743,A
USGS,14105700,3/10/23 2:00,PST,743,A
USGS,14105700,3/10/23 3:00,PST,743,A
USGS,14105700,3/10/23 4:00,PST,742,A
USGS,14105700,3/10/23 5:00,PST,743,A
USGS,14105700,3/10/23 6:00,PST,743,A
USGS,14105700,3/10/23 7:00,PST,744,A
USGS,14105700,3/10/23 8:00,PST,745,A
USGS,14105700,3/10/23 9:00,PST,745,A
USGS,14105700,3/10/23 10:00,PST,746,A
USGS,14105700,3/10/23 11:00,PST,746,A
USGS,14105700,3/10/23 12:00,PST,747,A
USGS,14105700,3/10/23 13:00,PST,748,A
USGS,14105700,3/10/23 14:00,PST,749,A
USGS,14105700,3/10/23 15:00,PST,749,A
USGS,14105700,3/10/23 16:00,PST,750,A
USGS,14105700,3/10/23 17:00,PST,751,A
USGS,14105700,3/10/23 18:00,PST,752,A
USGS,14105700,3/10/23 19:00,PST,753,A
USGS,14105700,3/10/23 20:00,PST,754,A
USGS,14105700,3/10/23 21:00,PST,755,A
USGS,14105700,3/10/23 22:00,PST,755,A
USGS,14105700,3/10/23 23:00,PST,756,A
USGS,14105700,3/11/23 0:00,PST,756,A
USGS,14105700,3/11/23 1:00,PST,757,A
USGS,14105700,3/11/23 2:00,PST,757,A
USGS,14105700,3/11/23 3:00,PST,758,A
USGS,14105700,3/11/23 4:00,PST,758,A
USGS,14105700,3/11/23 5:00,PST,758,A
USGS,14105700,3/11/23 6:00,PST,758,A
USGS,14105700,3/11/23 7:00,PST,758,A
USGS,14105700,3/11/23 8:00,PST,759,A
USGS,14105700,3/11/23 9:00,PST,759,A
USGS,14105700,3/11/23 10:00,PST,759,A
USGS,14105700,3/11/23 11:00,PST,758,A
USGS,14105700,3/11/23 12:00,PST,758,A
USGS,14105700,3/11/23 13:00,PST,757,A
USGS,14105700,3/11/23 14:00,PST,757,A
USGS,14105700,3/11/23 15:00,PST,757,A
USGS,14105700,3/11/23 16:00,PST,757,A
USGS,14105700,3/11/23 17:00,PST,757,A
USGS,14105700,3/11/23 18:00,PST,757,A
USGS,14105700,3/11/23 19:00,PST,757,A
USGS,14105700,3/11/23 20:00,PST,757,A
USGS,14105700,3/11/23 21:00,PST,758,A
USGS,14105700,3/11/23 22:00,PST,758,A
USGS,14105700,3/11/23 23:00,PST,758,A
USGS,14105700,3/12/23 0:00,PST,758,A
USGS,14105700,3/12/23 1:00,PST,758,A
USGS,14105700,3/12/23 3:00,PDT,758,A
USGS,14105700,3/12/23 4:00,PDT,758,A
USGS,14105700,3/12/23 5:00,PDT,758,A
USGS,14105700,3/12/23 6:00,PDT,758,A
USGS,14105700,3/12/23 7:00,PDT,758,A
USGS,14105700,3/12/23 8:00,PDT,758,A
USGS,14105700,3/12/23 9:00,PDT,758,A
USGS,14105700,3/12/23 10:00,PDT,758,A
USGS,14105700,3/12/23 11:00,PDT,758,A
USGS,14105700,3/12/23 12:00,PDT,757,A
USGS,14105700,3/12/23 13:00,PDT,757,A
USGS,14105700,3/12/23 14:00,PDT,757,A
USGS,14105700,3/12/23 15:00,PDT,756,A
USGS,14105700,3/12/23 16:00,PDT,756,A
USGS,14105700,3/12/23 17:00,PDT,755,A
USGS,14105700,3/12/23 18:00,PDT,755,A
USGS,14105700,3/12/23 19:00,PDT,755,A
USGS,14105700,3/12/23 20:00,PDT,755,A
USGS,14105700,3/12/23 21:00,PDT,755,A
USGS,14105700,3/12/23 22:00,PDT,755,A
USGS,14105700,3/12/23 23:00,PDT,755,A
USGS,14105700,3/13/23 0:00,PDT,754,A
USGS,14105700,3/13/23 1:00,PDT,754,A
USGS,14105700,3/13/23 2:00,PDT,754,A
USGS,14105700,3/13/23 3:00,PDT,753,A
USGS,14105700,3/13/23 4:00,PDT,753,A
USGS,14105700,3/13/23 5:00,PDT,752,A
USGS,14105700,3/13/23 6:00,PDT,752,A
USGS,14105700,3/13/23 7:00,PDT,752,A
USGS,14105700,3/13/23 8:00,PDT,752,A
USGS,14105700,3/13/23 9:00,PDT,752,A
USGS,14105700,3/13/23 10:00,PDT,752,A
USGS,14105700,3/13/23 11:00,PDT,751,A
USGS,14105700,3/13/23 12:00,PDT,750,A
USGS,14105700,3/13/23 13:00,PDT,751,A
USGS,14105700,3/13/23 14:00,PDT,752,A
USGS,14105700,3/13/23 15:00,PDT,752,A
USGS,14105700,3/13/23 16:00,PDT,753,A
USGS,14105700,3/13/23 17:00,PDT,753,A
USGS,14105700,3/13/23 18:00,PDT,753,A
USGS,14105700,3/13/23 19:00,PDT,754,A
USGS,14105700,3/13/23 20:00,PDT,754,A
USGS,14105700,3/13/23 21:00,PDT,755,A
USGS,14105700,3/13/23 22:00,PDT,756,A
USGS,14105700,3/13/23 23:00,PDT,757,A
USGS,14105700,3/14/23 0:00,PDT,757,A
USGS,14105700,3/14/23 1:00,PDT,757,A
USGS,14105700,3/14/23 2:00,PDT,758,A
USGS,14105700,3/14/23 3:00,PDT,758,A
USGS,14105700,3/14/23 4:00,PDT,758,A
USGS,14105700,3/14/23 5:00,PDT,758,A
USGS,14105700,3/14/23 6:00,PDT,758,A
USGS,14105700,3/14/23 7:00,PDT,758,A
USGS,14105700,3/14/23 8:00,PDT,757,A
USGS,14105700,3/14/23 9:00,PDT,757,A
USGS,14105700,3/14/23 10:00,PDT,757,A
USGS,14105700,3/14/23 11:00,PDT,756,A
USGS,14105700,3/14/23 12:00,PDT,755,A
USGS,14105700,3/14/23 13:00,PDT,754,A
USGS,14105700,3/14/23 14:00,PDT,753,A
USGS,14105700,3/14/23 15:00,PDT,752,A
USGS,14105700,3/14/23 16:00,PDT,751,A
USGS,14105700,3/14/23 17:00,PDT,751,A
USGS,14105700,3/14/23 18:00,PDT,750,A
USGS,14105700,3/14/23 19:00,PDT,751,A
USGS,14105700,3/14/23 20:00,PDT,751,A
USGS,14105700,3/14/23 21:00,PDT,752,A
USGS,14105700,3/14/23 22:00,PDT,753,A
USGS,14105700,3/14/23 23:00,PDT,753,A
USGS,14105700,3/15/23 0:00,PDT,754,A
USGS,14105700,3/15/23 1:00,PDT,756,A
USGS,14105700,3/15/23 2:00,PDT,757,A
USGS,14105700,3/15/23 3:00,PDT,757,A
USGS,14105700,3/15/23 4:00,PDT,758,A
USGS,14105700,3/15/23 5:00,PDT,759,A
USGS,14105700,3/15/23 6:00,PDT,760,A
USGS,14105700,3/15/23 7:00,PDT,761,A
USGS,14105700,3/15/23 8:00,PDT,761,A
USGS,14105700,3/15/23 9:00,PDT,762,A
USGS,14105700,3/15/23 10:00,PDT,763,A
USGS,14105700,3/15/23 11:00,PDT,763,A
USGS,14105700,3/15/23 12:00,PDT,764,A
USGS,14105700,3/15/23 13:00,PDT,764,A
USGS,14105700,3/15/23 14:00,PDT,764,A
USGS,14105700,3/15/23 15:00,PDT,764,A
USGS,14105700,3/15/23 16:00,PDT,764,A
USGS,14105700,3/15/23 17:00,PDT,764,A
USGS,14105700,3/15/23 18:00,PDT,764,A
USGS,14105700,3/15/23 19:00,PDT,764,A
USGS,14105700,3/15/23 20:00,PDT,765,A
USGS,14105700,3/15/23 21:00,PDT,765,A
USGS,14105700,3/15/23 22:00,PDT,765,A
USGS,14105700,3/15/23 23:00,PDT,766,A
USGS,14105700,3/16/23 0:00,PDT,766,A
USGS,14105700,3/16/23 1:00,PDT,766,A
USGS,14105700,3/16/23 2:00,PDT,766,A
USGS,14105700,3/16/23 3:00,PDT,767,A
USGS,14105700,3/16/23 4:00,PDT,767,A
USGS,14105700,3/16/23 5:00,PDT,767,A
USGS,14105700,3/16/23 6:00,PDT,767,A
USGS,14105700,3/16/23 7:00,PDT,767,A
USGS,14105700,3/16/23 8:00,PDT,768,A
USGS,14105700,3/16/23 9:00,PDT,768,A
USGS,14105700,3/16/23 10:00,PDT,768,A
USGS,14105700,3/16/23 11:00,PDT,768,A
USGS,14105700,3/16/23 12:00,PDT,767,A
USGS,14105700,3/16/23 13:00,PDT,766,A
USGS,14105700,3/16/23 14:00,PDT,766,A
USGS,14105700,3/16/23 15:00,PDT,765,A
USGS,14105700,3/16/23 16:00,PDT,764,A
USGS,14105700,3/16/23 17:00,PDT,764,A
USGS,14105700,3/16/23 18:00,PDT,764,A
USGS,14105700,3/16/23 19:00,PDT,764,A
USGS,14105700,3/16/23 20:00,PDT,764,A
USGS,14105700,3/16/23 21:00,PDT,764,A
USGS,14105700,3/16/23 22:00,PDT,765,A
USGS,14105700,3/16/23 23:00,PDT,765,A
USGS,14105700,3/17/23 0:00,PDT,765,A
USGS,14105700,3/17/23 1:00,PDT,765,A
USGS,14105700,3/17/23 2:00,PDT,765,A
USGS,14105700,3/17/23 3:00,PDT,765,A
USGS,14105700,3/17/23 4:00,PDT,765,A
USGS,14105700,3/17/23 5:00,PDT,765,A
USGS,14105700,3/17/23 6:00,PDT,766,A
USGS,14105700,3/17/23 7:00,PDT,766,A
USGS,14105700,3/17/23 8:00,PDT,766,A
USGS,14105700,3/17/23 9:00,PDT,766,A
USGS,14105700,3/17/23 10:00,PDT,766,A
USGS,14105700,3/17/23 11:00,PDT,766,A
USGS,14105700,3/17/23 12:00,PDT,766,A
USGS,14105700,3/17/23 13:00,PDT,765,A
USGS,14105700,3/17/23 14:00,PDT,764,A
USGS,14105700,3/17/23 15:00,PDT,763,A
USGS,14105700,3/17/23 16:00,PDT,763,A
USGS,14105700,3/17/23 17:00,PDT,762,A
USGS,14105700,3/17/23 18:00,PDT,762,A
USGS,14105700,3/17/23 19:00,PDT,762,A
USGS,14105700,3/17/23 20:00,PDT,763,A
USGS,14105700,3/17/23 21:00,PDT,763,A
USGS,14105700,3/17/23 22:00,PDT,763,A
USGS,14105700,3/17/23 23:00,PDT,763,A
USGS,14105700,3/18/23 0:00,PDT,763,A
USGS,14105700,3/18/23 1:00,PDT,763,A
USGS,14105700,3/18/23 2:00,PDT,763,A
USGS,14105700,3/18/23 3:00,PDT,763,A
USGS,14105700,3/18/23 4:00,PDT,763,A
USGS,14105700,3/18/23 5:00,PDT,763,A
USGS,14105700,3/18/23 6:00,PDT,763,A
USGS,14105700,3/18/23 7:00,PDT,763,A
USGS,14105700,3/18/23 8:00,PDT,763,A
USGS,14105700,3/18/23 9:00,PDT,763,A
USGS,14105700,3/18/23 10:00,PDT,763,A
USGS,14105700,3/18/23 11:00,PDT,762,A
USGS,14105700,3/18/23 12:00,PDT,762,A
USGS,14105700,3/18/23 13:00,PDT,761,A
USGS,14105700,3/18/23 14:00,PDT,760,A
USGS,14105700,3/18/23 15:00,PDT,759,A
USGS,14105700,3/18/23 16:00,PDT,758,A
USGS,14105700,3/18/23 17:00,PDT,758,A
USGS,14105700,3/18/23 18:00,PDT,758,A
USGS,14105700,3/18/23 19:00,PDT,758,A
USGS,14105700,3/18/23 20:00,PDT,758,A
USGS,14105700,3/18/23 21:00,PDT,758,A
USGS,14105700,3/18/23 22:00,PDT,758,A
USGS,14105700,3/18/23 23:00,PDT,758,A
USGS,14105700,3/19/23 0:00,PDT,758,A
USGS,14105700,3/19/23 1:00,PDT,758,A
USGS,14105700,3/19/23 2:00,PDT,758,A
USGS,14105700,3/19/23 3:00,PDT,757,A
USGS,14105700,3/19/23 4:00,PDT,757,A
USGS,14105700,3/19/23 5:00,PDT,757,A
USGS,14105700,3/19/23 6:00,PDT,757,A
USGS,14105700,3/19/23 7:00,PDT,756,A
USGS,14105700,3/19/23 8:00,PDT,756,A
USGS,14105700,3/19/23 9:00,PDT,756,A
USGS,14105700,3/19/23 10:00,PDT,756,A
USGS,14105700,3/19/23 11:00,PDT,755,A
USGS,14105700,3/19/23 12:00,PDT,755,A
USGS,14105700,3/19/23 13:00,PDT,753,A
USGS,14105700,3/19/23 14:00,PDT,752,A
USGS,14105700,3/19/23 15:00,PDT,751,A
USGS,14105700,3/19/23 16:00,PDT,751,A
USGS,14105700,3/19/23 17:00,PDT,750,A
USGS,14105700,3/19/23 18:00,PDT,750,A
USGS,14105700,3/19/23 19:00,PDT,750,A
USGS,14105700,3/19/23 20:00,PDT,750,A
USGS,14105700,3/19/23 21:00,PDT,750,A
USGS,14105700,3/19/23 22:00,PDT,750,A
USGS,14105700,3/19/23 23:00,PDT,750,A
USGS,14105700,3/20/23 0:00,PDT,750,A
USGS,14105700,3/20/23 1:00,PDT,750,A
USGS,14105700,3/20/23 2:00,PDT,750,A
USGS,14105700,3/20/23 3:00,PDT,750,A
USGS,14105700,3/20/23 4:00,PDT,750,A
USGS,14105700,3/20/23 5:00,PDT,750,A
USGS,14105700,3/20/23 6:00,PDT,750,A
USGS,14105700,3/20/23 7:00,PDT,751,A
USGS,14105700,3/20/23 8:00,PDT,751,A
USGS,14105700,3/20/23 9:00,PDT,752,A
USGS,14105700,3/20/23 10:00,PDT,752,A
USGS,14105700,3/20/23 11:00,PDT,752,A
USGS,14105700,3/20/23 12:00,PDT,752,A
USGS,14105700,3/20/23 13:00,PDT,752,A
USGS,14105700,3/20/23 14:00,PDT,752,A
USGS,14105700,3/20/23 15:00,PDT,752,A
USGS,14105700,3/20/23 16:00,PDT,752,A
USGS,14105700,3/20/23 17:00,PDT,753,A
USGS,14105700,3/20/23 18:00,PDT,753,A
USGS,14105700,3/20/23 19:00,PDT,753,A
USGS,14105700,3/20/23 20:00,PDT,753,A
USGS,14105700,3/20/23 21:00,PDT,754,A
USGS,14105700,3/20/23 22:00,PDT,754,A
USGS,14105700,3/20/23 23:00,PDT,755,A
USGS,14105700,3/21/23 0:00,PDT,755,A
USGS,14105700,3/21/23 1:00,PDT,755,A
USGS,14105700,3/21/23 2:00,PDT,755,A
USGS,14105700,3/21/23 3:00,PDT,755,A
USGS,14105700,3/21/23 4:00,PDT,755,A
USGS,14105700,3/21/23 5:00,PDT,755,A
USGS,14105700,3/21/23 6:00,PDT,755,A
USGS,14105700,3/21/23 7:00,PDT,755,A
USGS,14105700,3/21/23 8:00,PDT,755,A
USGS,14105700,3/21/23 9:00,PDT,755,A
USGS,14105700,3/21/23 10:00,PDT,755,A
USGS,14105700,3/21/23 11:00,PDT,755,A
USGS,14105700,3/21/23 12:00,PDT,754,A
USGS,14105700,3/21/23 13:00,PDT,753,A
USGS,14105700,3/21/23 14:00,PDT,752,A
USGS,14105700,3/21/23 15:00,PDT,752,A
USGS,14105700,3/21/23 16:00,PDT,752,A
USGS,14105700,3/21/23 17:00,PDT,752,A
USGS,14105700,3/21/23 18:00,PDT,751,A
USGS,14105700,3/21/23 19:00,PDT,751,A
USGS,14105700,3/21/23 20:00,PDT,751,A
USGS,14105700,3/21/23 21:00,PDT,752,A
USGS,14105700,3/21/23 22:00,PDT,752,A
USGS,14105700,3/21/23 23:00,PDT,752,A
USGS,14105700,3/22/23 0:00,PDT,752,A
USGS,14105700,3/22/23 1:00,PDT,752,A
USGS,14105700,3/22/23 2:00,PDT,752,A
USGS,14105700,3/22/23 3:00,PDT,752,A
USGS,14105700,3/22/23 4:00,PDT,753,A
USGS,14105700,3/22/23 5:00,PDT,753,A
USGS,14105700,3/22/23 6:00,PDT,753,A
USGS,14105700,3/22/23 7:00,PDT,753,A
USGS,14105700,3/22/23 8:00,PDT,754,A
USGS,14105700,3/22/23 9:00,PDT,754,A
USGS,14105700,3/22/23 10:00,PDT,754,A
USGS,14105700,3/22/23 11:00,PDT,754,A
USGS,14105700,3/22/23 12:00,PDT,754,A
USGS,14105700,3/22/23 13:00,PDT,754,A
USGS,14105700,3/22/23 14:00,PDT,753,A
USGS,14105700,3/22/23 15:00,PDT,753,A
USGS,14105700,3/22/23 16:00,PDT,753,A
USGS,14105700,3/22/23 17:00,PDT,754,A
USGS,14105700,3/22/23 18:00,PDT,754,A
USGS,14105700,3/22/23 19:00,PDT,754,A
USGS,14105700,3/22/23 20:00,PDT,754,A
USGS,14105700,3/22/23 21:00,PDT,755,A
USGS,14105700,3/22/23 22:00,PDT,756,A
USGS,14105700,3/22/23 23:00,PDT,757,A
USGS,14105700,3/23/23 0:00,PDT,757,A
USGS,14105700,3/23/23 1:00,PDT,757,A
USGS,14105700,3/23/23 2:00,PDT,757,A
USGS,14105700,3/23/23 3:00,PDT,757,A
USGS,14105700,3/23/23 4:00,PDT,757,A
USGS,14105700,3/23/23 5:00,PDT,758,A
USGS,14105700,3/23/23 6:00,PDT,758,A
USGS,14105700,3/23/23 7:00,PDT,758,A
USGS,14105700,3/23/23 8:00,PDT,759,A
USGS,14105700,3/23/23 9:00,PDT,758,A
USGS,14105700,3/23/23 10:00,PDT,758,A
USGS,14105700,3/23/23 11:00,PDT,758,A
USGS,14105700,3/23/23 12:00,PDT,758,A
USGS,14105700,3/23/23 13:00,PDT,757,A
USGS,14105700,3/23/23 14:00,PDT,757,A
USGS,14105700,3/23/23 15:00,PDT,758,A
USGS,14105700,3/23/23 16:00,PDT,759,A
USGS,14105700,3/23/23 17:00,PDT,759,A
USGS,14105700,3/23/23 18:00,PDT,759,A
USGS,14105700,3/23/23 19:00,PDT,760,A
USGS,14105700,3/23/23 20:00,PDT,761,A
USGS,14105700,3/23/23 21:00,PDT,761,A
USGS,14105700,3/23/23 22:00,PDT,762,A
USGS,14105700,3/23/23 23:00,PDT,762,A
USGS,14105700,3/24/23 0:00,PDT,762,A
USGS,14105700,3/24/23 1:00,PDT,762,A
USGS,14105700,3/24/23 2:00,PDT,762,A
USGS,14105700,3/24/23 3:00,PDT,762,A
USGS,14105700,3/24/23 4:00,PDT,762,A
USGS,14105700,3/24/23 5:00,PDT,762,A
USGS,14105700,3/24/23 6:00,PDT,763,A
USGS,14105700,3/24/23 7:00,PDT,763,A
USGS,14105700,3/24/23 8:00,PDT,763,A
USGS,14105700,3/24/23 9:00,PDT,763,A
USGS,14105700,3/24/23 10:00,PDT,763,A
USGS,14105700,3/24/23 11:00,PDT,764,A
USGS,14105700,3/24/23 12:00,PDT,764,A
USGS,14105700,3/24/23 13:00,PDT,764,A
USGS,14105700,3/24/23 14:00,PDT,764,A
USGS,14105700,3/24/23 15:00,PDT,764,A
USGS,14105700,3/24/23 16:00,PDT,764,A
USGS,14105700,3/24/23 17:00,PDT,764,A
USGS,14105700,3/24/23 18:00,PDT,764,A
USGS,14105700,3/24/23 19:00,PDT,764,A
USGS,14105700,3/24/23 20:00,PDT,765,A
USGS,14105700,3/24/23 21:00,PDT,765,A
USGS,14105700,3/24/23 22:00,PDT,766,A
USGS,14105700,3/24/23 23:00,PDT,766,A
USGS,14105700,3/25/23 0:00,PDT,766,A
USGS,14105700,3/25/23 1:00,PDT,766,A
USGS,14105700,3/25/23 2:00,PDT,766,A
USGS,14105700,3/25/23 3:00,PDT,765,A
